speaker,text,start,end,conv_id,act,topic
1-hye0k_su,오리 나온 턴에 그냥 치면 될 듯?,850800.0,851940.0,0,0,0
4-12_1212_,한 라인은 받긴 해야겠다.,851600.0,852380.0,0,0,0
1-hye0k_su,나 이거 먹고 바로 시작할게.,859360.0,860400.0,0,0,0
2-jaemin2119,그냥 지워봄 아까 맞대줄래?,869980.0,883400.0,0,0,0
3-daving64,나 못 나가겠는데 이쪽 노텔 올라간다 이제 간다 지금 바이 계정도?,871820.0,917420.0,0,0,0
1-hye0k_su,얘도 아래로 나오긴 한다.,872640.0,873500.0,0,0,0
1-hye0k_su,나 괜찮긴 해.,874420.0,874980.0,0,0,0
1-hye0k_su,그냥 궁박을 생각해볼래?,875040.0,878320.0,0,0,0
4-12_1212_,우리 이제 풀 돌고.,876400.0,877060.0,0,0,0
1-hye0k_su,아 야 오리 그냥 뭐야.,879140.0,880500.0,0,0,0
1-hye0k_su,바이 바이 바이 바이.,883740.0,884240.0,0,0,0
1-hye0k_su,오리 노펠.,884960.0,885280.0,0,0,0
2-jaemin2119,나갈게 오리 공 맞긴 했어 오리 오리 오리 노공?,887580.0,899880.0,0,0,0
4-12_1212_,나 바텀 먼저 밀고 올라온다.,890900.0,892960.0,0,0,0
4-12_1212_,"나 바텀 한 라인 좀 한다, 일단. 고로케가 바텀도 하긴 했는데.",894000.0,897760.0,0,0,0
1-hye0k_su,됐긴 한데?,894600.0,895000.0,0,0,0
1-hye0k_su,야 바텀까지 가볼래?,900200.0,901200.0,0,0,0
2-jaemin2119,나 Q 3초?,900920.0,901940.0,0,0,0
1-hye0k_su,아 내가 잡을게.,905560.0,916040.0,0,0,0
2-jaemin2119,오리 노플?,910440.0,910840.0,0,0,0
4-12_1212_,고로케도 잡은 듯?,914500.0,919520.0,0,0,0
2-jaemin2119,너 혼자 해 오리 노플 오리 노플 노틀 인무빙 노틸 노공일 듯.,916020.0,941980.0,0,0,0
1-hye0k_su,나 그냥 영웅 칠게.,916100.0,918800.0,0,0,0
4-12_1212_,어머나?,919560.0,919780.0,0,0,0
4-12_1212_,얘 노플이잖아.,923060.0,929180.0,0,0,0
3-daving64,그리고 나도 밀만할 것 같아 아 애매하겠다,927260.0,929580.0,0,0,0
4-12_1212_,죽나?,929240.0,929380.0,0,0,0
1-hye0k_su,바이. 나 이거 먹고 정비 찍고 위로 갈꺼고 별명품을 줬다,935060.0,939380.0,0,0,0
1-hye0k_su,렉사이가 내려갈래?,940180.0,940800.0,0,0,0
4-12_1212_,바텀도 깰 듯?,941300.0,942100.0,0,0,0
2-jaemin2119,위에 체크 가능.,961420.0,962100.0,0,0,0
4-12_1212_,많이 세긴 하다.,973060.0,973780.0,0,0,0
2-jaemin2119,바이 뻗는다.,980660.0,981100.0,0,0,0
5-jongseok7,밀어야 돼,988000.0,988380.0,0,0,0
5-jongseok7,노틸 살짝 아랫모빙 찍었었어,988620.0,990040.0,0,0,0
2-jaemin2119,바이 미드.,990200.0,990500.0,0,0,0
4-12_1212_,우리 안보이니까 우리 지금 미드 붙을 수도 있어.,990980.0,994340.0,0,0,0
5-jongseok7,야 노틸 없는 거 같은데 거기?,1000900.0,1002040.0,0,0,0
4-12_1212_,계속 선풋이 되긴 해.,1001820.0,1009560.0,0,0,0
2-jaemin2119,노프리야 노프리야.,1002980.0,1003560.0,0,0,0
3-daving64,라인 리드 코르키도 턴 남다 아래 맞지?,1003880.0,1021000.0,0,0,0
2-jaemin2119,아래 조심하면 될 듯.,1009480.0,1010320.0,0,0,0
4-12_1212_,여기 있을 듯?,1009600.0,1010320.0,0,0,0
4-12_1212_,나 간져?,1011100.0,1011580.0,0,0,0
2-jaemin2119,집 짓고 뛰긴 해,1012600.0,1013740.0,0,0,0
2-jaemin2119,뭐.,1013780.0,1013840.0,0,0,0
5-jongseok7,어 야 이거 너네들이 속도 더 빨라 나 어차피 안 뒤져,1014140.0,1017440.0,0,0,0
4-12_1212_,빠르네.,1018740.0,1019100.0,0,0,0
5-jongseok7,음..,1019300.0,1019400.0,0,0,0
5-jongseok7,얘네 다이브 다 와도 안죽을 듯?,1020260.0,1021660.0,0,0,0
3-daving64,코르키도 밀만하지 않아?,1025680.0000000001,1032160.0000000001,0,0,0
5-jongseok7,아니 근데 ㅅ..,1026280.0,1027060.0,0,0,0
5-jongseok7,아 개오글하네,1027099.9999999999,1028140.0000000001,0,0,0
5-jongseok7,이거 안베사 노공이긴 해,1028240.0,1044099.9999999999,0,0,0
2-jaemin2119,왔다 왔다.,1028859.9999999999,1029260.0,0,0,0
3-daving64,얘네 턴 안 돼서 바이는?,1032260.0,1041180.0000000001,0,0,0
2-jaemin2119,미드라인 멀었어서 그냥 내가 내려서야겠다.,1035460.0,1037480.0,0,0,0
2-jaemin2119,쏘리.,1037520.0,1037720.0,0,0,0
3-daving64,바이는 공 맞췄어?,1041220.0,1045700.0,0,0,0
3-daving64,뭐야,1045760.0,1045920.0000000001,0,0,0
4-12_1212_,궁도 못 누르고 죽어버렸네.,1045780.0,1046880.0000000001,0,0,0
3-daving64,이거 담배 사가줄 수 있나?,1045980.0,1062100.0,0,0,0
5-jongseok7,바이 공 썼을 거야,1046680.0000000001,1048160.0000000001,0,0,0
5-jongseok7,응 썼어 안베사도 공 없어 바이 노공 나도 텔 찍을게 그냥 아타칸 될지 않나 이거?,1049560.0,1094200.0,0,0,0
2-jaemin2119,바이 여깄다.,1049740.0,1050120.0,0,0,0
4-12_1212_,나 미드 붙어줄 수 있어.,1053480.0,1054500.0,0,0,0
4-12_1212_,썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 썼어 그러던데.,1054560.0,1137800.0,0,0,0
2-jaemin2119,바이 발레.,1059460.0,1059760.0,0,0,0
2-jaemin2119,바이 바이 바이 바이. 바이 바이 바이. 안 뱉어 노공.,1060080.0,1068880.0,0,0,0
3-daving64,왜 이렇게 빠르니 렉사이? 어.,1067940.0,1118860.0,0,0,0
2-jaemin2119,패시브 찍긴 했는데.,1073900.0,1074680.0,0,0,0
2-jaemin2119,안 뱉어 안 뱉어 안 뱉어.,1075820.0,1084660.0,0,0,0
2-jaemin2119,노공.,1087140.0,1088540.0,0,0,0
2-jaemin2119,노틸 필산들.,1093060.0,1094940.0,0,0,0
2-jaemin2119,천천히 해도 돼.,1105920.0,1117720.0,0,0,0
5-jongseok7,나도 집지울게 나도 텔 없어가지고 그냥 바로 탑으로 뛸게 아 근데 싸움 좋긴 한데 이러고 아타칸 가는 거 어때?,1109860.0,1138960.0,0,0,0
3-daving64,오로라 미드텔 먹어서 턴 나오긴 했어.,1119080.0,1120740.0,0,0,0
3-daving64,빠르게.,1120780.0,1121640.0,0,0,0
3-daving64,야 코르키 마이퀴 많이 갈렸다.,1121680.0,1136540.0,0,0,0
2-jaemin2119,노틸 아타칸 쪽 위치 잡았다.,1139980.0,1149640.0,0,0,0
4-12_1212_,근데 우리 싸움들...,1142340.0,1143740.0,0,0,0
3-daving64,이거 풀면 나가긴 한다?,1144060.0,1145020.0,0,0,0
3-daving64,야 코르키 집 갈 거야,1146720.0,1147540.0,0,0,0
3-daving64,아마. 반피야.,1147580.0,1148480.0,0,0,0
3-daving64,이러면 계속 발로 가냐?,1148540.0,1159760.0,0,0,0
4-12_1212_,피 많이 갈긴 했네.,1149140.0,1151220.0,0,0,0
2-jaemin2119,혼자 하고 그냥 쪼꼬리 차 이거.,1149700.0,1159260.0,0,0,0
4-12_1212_,그렇게 민사하긴 해.,1151280.0,1162700.0,0,0,0
3-daving64,근데 이러면 얘네 따라와서 싸운다 이뜻?,1159820.0,1168640.0,0,0,0
5-jongseok7,나 탑라인 하고 있고 나 탑라인하고 다시 갈게.,1162400.0,1167800.0,0,0,0
2-jaemin2119,내가 봐줘.,1163320.0,1163740.0,0,0,0
4-12_1212_,바르스가 해라.,1170200.0,1170900.0,0,0,0
2-jaemin2119,못 박을 듯 전령?,1171960.0,1172900.0,0,0,0
3-daving64,여기서 싸우는 게 낫지 않냐?,1172560.0,1173560.0,0,0,0
5-jongseok7,나 돌고 있어.,1174400.0,1174980.0,0,0,0
5-jongseok7,내 일치 조금만 봐줘 봐.,1175060.0,1175900.0,0,0,0
5-jongseok7,여기 싸움 볼래?,1177400.0,1178000.0,0,0,0
4-12_1212_,왜 안 바뀌어?,1177560.0,1178060.0,0,0,0
5-jongseok7,싸움 볼래?,1178160.0,1178560.0,0,0,0
5-jongseok7,여기서?,1178700.0,1178920.0,0,0,0
5-jongseok7,나 궁키긴 했어.,1179340.0,1180040.0,0,0,0
3-daving64,아 딜러는 좀 애매하다?,1179400.0,1180380.0,0,0,0
2-jaemin2119,여기서 하는 거 물릴만하다.,1180020.0,1181240.0,0,0,0
5-jongseok7,나 궁키긴 했어.,1180080.0,1180700.0,0,0,0
4-12_1212_,계속 피 많이 갈긴 했는데 상대.,1180840.0,1188360.0,0,0,0
5-jongseok7,안 뺏어 볼게.,1182280.0,1182680.0,0,0,0
5-jongseok7,안 뺏어.,1182720.0,1187820.0,0,0,0
3-daving64,야 코르키 코르키 코르키!,1185280.0,1210660.0,0,0,0
5-jongseok7,리타이어.,1187900.0,1188300.0,0,0,0
4-12_1212_,안 갈렸어.,1188400.0,1188880.0,0,0,0
2-jaemin2119,바이 바이? 바이 떼었어?,1192040.0,1192740.0,0,0,0
2-jaemin2119,바이 봐줄래?,1193220.0,1193580.0,0,0,0
2-jaemin2119,못 잡는다.,1204580.0,1205200.0,0,0,0
5-jongseok7,아타칸?,1205660.0,1206020.0,0,0,0
2-jaemin2119,전령 없어 전령 없어.,1206400.0,1207260.0,0,0,0
2-jaemin2119,꼭 또 느리다,1207320.0,1219180.0,0,0,0
5-jongseok7,이거 하고 아타칸 봐야겠다.,1207380.0,1228900.0,0,0,0
3-daving64,아 덜해졌다?,1212600.0,1228900.0,0,0,0
2-jaemin2119,우리.,1219260.0,1219380.0,0,0,0
4-12_1212_,내가 미드 만질게.,1220960.0,1222460.0,0,0,0
4-12_1212_,내가 미드할게.,1222500.0,1228900.0,0,0,0
2-jaemin2119,아 내가 너무 못했는데.,1223180.0,1228900.0,0,0,0
